Size (bytes),PDF-magnitude,PDF-queries
1024,0.0,0.0
10240,0.14806666666666668,0.22198320904081517
102400,0.5618666666666666,0.38779265663151136
1048576,0.22213333333333332,0.3779596996589814
10485760,0.06513333333333333,0.011535501103595223
104857600,0.0027333333333333333,0.0006269848147336334
